sample_id,srr_ids,r1_list,r2_list
SAMN13336161,SRR10502313,SRR10502313_1.fastq.gz,NA
SAMN14910967,SRR11783212,SRR11783212_1.fastq.gz,NA
SAMN14910968,SRR11783211,SRR11783211_1.fastq.gz,NA
SAMN14910969,SRR11783210,SRR11783210_1.fastq.gz,NA
SAMN14910970,SRR11783209,SRR11783209_1.fastq.gz,NA
SAMN14910971,SRR11783208,SRR11783208_1.fastq.gz,NA
SAMN15814029,SRR12450096,SRR12450096_1.fastq.gz,NA
SAMN15814030,SRR12450095,SRR12450095_1.fastq.gz,NA
SAMN15814031,SRR12450094,SRR12450094_1.fastq.gz,NA
SAMN15814032,SRR12450093,SRR12450093_1.fastq.gz,NA
SAMN15814033,SRR12450092,SRR12450092_1.fastq.gz,NA
SAMN15814034,SRR12450091,SRR12450091_1.fastq.gz,NA
SAMN15814035,SRR12450090,SRR12450090_1.fastq.gz,NA
SAMN15814036,SRR12450089,SRR12450089_1.fastq.gz,NA
SAMN15814037,SRR12450088,SRR12450088_1.fastq.gz,NA
SAMN15814038,SRR12450087,SRR12450087_1.fastq.gz,NA
SAMN19580772,SRR14740634,SRR14740634_1.fastq.gz,NA
SAMN19580773,SRR14740633,SRR14740633_1.fastq.gz,NA
SAMN19580774,SRR14740632,SRR14740632_1.fastq.gz,NA
SAMN19580775,SRR14740631,SRR14740631_1.fastq.gz,NA
SAMN19580776,SRR14740630,SRR14740630_1.fastq.gz,NA
SAMN19580777,SRR14740629,SRR14740629_1.fastq.gz,NA
SAMN19580778,SRR14740628,SRR14740628_1.fastq.gz,NA
SAMN19580779,SRR14740627,SRR14740627_1.fastq.gz,NA
SAMN19580780,SRR14740626,SRR14740626_1.fastq.gz,NA
SAMN21555486,SRR16013048,SRR16013048_1.fastq.gz,NA
SAMN21555488,SRR16013050,SRR16013050_1.fastq.gz,NA
SAMN21555490,SRR16013052,SRR16013052_1.fastq.gz,NA
SAMN21555494,SRR16013056,SRR16013056_1.fastq.gz,NA
SAMN21555496,SRR16013059,SRR16013059_1.fastq.gz,NA
SAMN21555504,SRR16013061,SRR16013061_1.fastq.gz,NA
SAMN21555506,"SRR16013064,SRR16013065","SRR16013064_1.fastq.gz,SRR16013065_1.fastq.gz",NA
SAMN21555508,SRR16013067,SRR16013067_1.fastq.gz,NA
SAMN21555510,SRR16013070,SRR16013070_1.fastq.gz,NA
SAMN21555514,"SRR16013078,SRR16013079,SRR16013080","SRR16013078_1.fastq.gz,SRR16013079_1.fastq.gz,SRR16013080_1.fastq.gz",NA
SAMN21555516,"SRR16013082,SRR16013083,SRR16013084","SRR16013082_1.fastq.gz,SRR16013083_1.fastq.gz,SRR16013084_1.fastq.gz",NA
SAMN21555518,SRR16013088,SRR16013088_1.fastq.gz,NA
SAMN22658986,SRR16612818,SRR16612818_1.fastq.gz,NA
SAMN22658988,SRR16612820,SRR16612820_1.fastq.gz,NA
SAMN22658990,SRR16612822,SRR16612822_1.fastq.gz,NA
SAMN22658992,SRR16612824,SRR16612824_1.fastq.gz,NA
SAMN22658994,SRR16612826,SRR16612826_1.fastq.gz,NA
SAMN22658996,SRR16612827,SRR16612827_1.fastq.gz,NA
SAMN22658998,SRR16612829,SRR16612829_1.fastq.gz,NA
SAMN22659000,SRR16612832,SRR16612832_1.fastq.gz,NA
SAMN22659002,SRR16612834,SRR16612834_1.fastq.gz,NA
SAMN22659004,SRR16612835,SRR16612835_1.fastq.gz,NA
SAMN22659006,SRR16612837,SRR16612837_1.fastq.gz,NA
SAMN22659008,SRR16612840,SRR16612840_1.fastq.gz,NA
SAMN22659010,SRR16612842,SRR16612842_1.fastq.gz,NA
SAMN22659012,SRR16612843,SRR16612843_1.fastq.gz,NA
SAMN22659014,SRR16612845,SRR16612845_1.fastq.gz,NA
SAMN22659016,SRR16612848,SRR16612848_1.fastq.gz,NA
SAMN22659018,SRR16612850,SRR16612850_1.fastq.gz,NA
SAMN23133685,SRR16940431,SRR16940431_1.fastq.gz,NA
SAMN23133689,SRR16940439,SRR16940439_1.fastq.gz,NA
SAMN23133693,SRR16940429,SRR16940429_1.fastq.gz,NA
SAMN23133697,SRR16940463,SRR16940463_1.fastq.gz,NA
SAMN23133701,SRR16940459,SRR16940459_1.fastq.gz,NA
SAMN23133705,SRR16940454,SRR16940454_1.fastq.gz,NA
SAMN23133709,SRR16940428,SRR16940428_1.fastq.gz,NA
SAMN23133713,SRR16940424,SRR16940424_1.fastq.gz,NA
SAMN23133717,SRR16940419,SRR16940419_1.fastq.gz,NA
SAMN23133721,SRR16940415,SRR16940415_1.fastq.gz,NA
SAMN23133725,SRR16940448,SRR16940448_1.fastq.gz,NA
SAMN29832535,SRR20313712,SRR20313712_1.fastq.gz,NA
SAMN29832536,SRR20313708,SRR20313708_1.fastq.gz,NA
SAMN29832538,SRR20313709,SRR20313709_1.fastq.gz,NA
SAMN29832540,SRR20313713,SRR20313713_1.fastq.gz,NA
SAMN29832541,SRR20313714,SRR20313714_1.fastq.gz,NA
SAMN29832542,SRR20313719,SRR20313719_1.fastq.gz,NA
SAMN29832543,SRR20313715,SRR20313715_1.fastq.gz,NA
SAMN29832544,SRR20313718,SRR20313718_1.fastq.gz,NA
SAMN29832545,SRR20313716,SRR20313716_1.fastq.gz,NA
SAMN29832546,SRR20313717,SRR20313717_1.fastq.gz,NA
SAMN29832547,SRR20313720,SRR20313720_1.fastq.gz,NA
SAMN29832548,SRR20313721,SRR20313721_1.fastq.gz,NA
SAMN29832549,SRR20313726,SRR20313726_1.fastq.gz,NA
SAMN29832550,SRR20313722,SRR20313722_1.fastq.gz,NA
SAMN29832552,SRR20313723,SRR20313723_1.fastq.gz,NA
SAMN29832559,SRR20313730,SRR20313730_1.fastq.gz,NA
SAMN29832561,SRR20313734,SRR20313734_1.fastq.gz,NA
SAMN31577061,SRR22149444,SRR22149444_1.fastq.gz,NA
SAMN31577062,SRR22149445,SRR22149445_1.fastq.gz,NA
SAMN31577065,SRR22149448,SRR22149448_1.fastq.gz,NA
SAMN32329516,SRR22827417,SRR22827417_1.fastq.gz,NA
SAMN32329517,SRR22827418,SRR22827418_1.fastq.gz,NA
SAMN32329518,SRR22827424,SRR22827424_1.fastq.gz,NA
SAMN32680760,SRR23053125,SRR23053125_1.fastq.gz,NA
SAMN32680766,SRR23053131,SRR23053131_1.fastq.gz,NA
SAMN32680768,SRR23053133,SRR23053133_1.fastq.gz,NA
SAMN32680775,SRR23053140,SRR23053140_1.fastq.gz,NA
SAMN32680776,SRR23053141,SRR23053141_1.fastq.gz,NA
SAMN32680779,SRR23053054,SRR23053054_1.fastq.gz,NA
SAMN32680790,SRR23053065,SRR23053065_1.fastq.gz,NA
SAMN36008185,SRR25043610,SRR25043610_1.fastq.gz,NA
SAMN36008186,SRR25043611,SRR25043611_1.fastq.gz,NA
SAMN36008194,SRR25043619,SRR25043619_1.fastq.gz,NA
SAMN36008195,SRR25043620,SRR25043620_1.fastq.gz,NA
SAMN36008196,SRR25043621,SRR25043621_1.fastq.gz,NA
SAMN36008197,SRR25043622,SRR25043622_1.fastq.gz,NA
SAMN36008198,SRR25043623,SRR25043623_1.fastq.gz,NA
SAMN36008199,SRR25043624,SRR25043624_1.fastq.gz,NA
SAMN36008200,SRR25043625,SRR25043625_1.fastq.gz,NA
SAMN36008201,SRR25043626,SRR25043626_1.fastq.gz,NA
SAMN36008202,SRR25043627,SRR25043627_1.fastq.gz,NA
SAMN36008203,SRR25043628,SRR25043628_1.fastq.gz,NA
SAMN36008204,SRR25043629,SRR25043629_1.fastq.gz,NA
SAMN36008205,SRR25043630,SRR25043630_1.fastq.gz,NA
SAMN36008206,SRR25043631,SRR25043631_1.fastq.gz,NA
SAMN36008207,SRR25043632,SRR25043632_1.fastq.gz,NA
SAMN36008208,SRR25043633,SRR25043633_1.fastq.gz,NA
SAMN36008209,SRR25043634,SRR25043634_1.fastq.gz,NA
SAMN36008210,SRR25043635,SRR25043635_1.fastq.gz,NA
SAMN39969496,SRR27993247,SRR27993247_1.fastq.gz,NA
SAMN39969497,SRR27993248,SRR27993248_1.fastq.gz,NA
SAMN39969498,SRR27993249,SRR27993249_1.fastq.gz,NA
SAMN39969499,SRR27993250,SRR27993250_1.fastq.gz,NA
SAMN39969500,SRR27993251,SRR27993251_1.fastq.gz,NA
SAMN43073317,SRR30168944,SRR30168944_1.fastq.gz,NA
SAMN43073318,SRR30168945,SRR30168945_1.fastq.gz,NA
SAMN43394759,SRR30787087,SRR30787087_1.fastq.gz,NA
SAMN43394760,SRR30787088,SRR30787088_1.fastq.gz,NA
SAMN43394761,SRR30787089,SRR30787089_1.fastq.gz,NA
SAMN43394762,SRR30787090,SRR30787090_1.fastq.gz,NA
SAMN43394763,SRR30787091,SRR30787091_1.fastq.gz,NA
SAMN43394764,SRR30787092,SRR30787092_1.fastq.gz,NA
SAMN43394765,SRR30787093,SRR30787093_1.fastq.gz,NA
SAMN43394766,SRR30787094,SRR30787094_1.fastq.gz,NA
SAMN43394767,SRR30787095,SRR30787095_1.fastq.gz,NA
SAMN43394768,SRR30787015,SRR30787015_1.fastq.gz,NA
SAMN43394769,SRR30787016,SRR30787016_1.fastq.gz,NA
SAMN43394770,SRR30787017,SRR30787017_1.fastq.gz,NA
SAMN43394771,SRR30787018,SRR30787018_1.fastq.gz,NA
SAMN43394772,SRR30787019,SRR30787019_1.fastq.gz,NA
SAMN43394773,SRR30787020,SRR30787020_1.fastq.gz,NA
SAMN43394774,SRR30787021,SRR30787021_1.fastq.gz,NA
SAMN43394775,SRR30787022,SRR30787022_1.fastq.gz,NA
SAMN43394776,SRR30787023,SRR30787023_1.fastq.gz,NA
SAMN43394777,SRR30787024,SRR30787024_1.fastq.gz,NA
SAMN43394778,SRR30787025,SRR30787025_1.fastq.gz,NA
SAMN43394779,SRR30787026,SRR30787026_1.fastq.gz,NA
SAMN43394780,SRR30787027,SRR30787027_1.fastq.gz,NA
SAMN43394781,SRR30787028,SRR30787028_1.fastq.gz,NA
SAMN43394782,SRR30787029,SRR30787029_1.fastq.gz,NA
SAMN43394783,SRR30787030,SRR30787030_1.fastq.gz,NA
SAMN43394784,SRR30787031,SRR30787031_1.fastq.gz,NA
SAMN43394785,SRR30787032,SRR30787032_1.fastq.gz,NA
SAMN43394786,SRR30787033,SRR30787033_1.fastq.gz,NA
SAMN43394787,SRR30787034,SRR30787034_1.fastq.gz,NA
SAMN43394788,SRR30787035,SRR30787035_1.fastq.gz,NA
SAMN43394789,SRR30787036,SRR30787036_1.fastq.gz,NA
SAMN43394790,SRR30787037,SRR30787037_1.fastq.gz,NA
SAMN43394791,SRR30787038,SRR30787038_1.fastq.gz,NA
SAMN43394792,SRR30787039,SRR30787039_1.fastq.gz,NA
SAMN43394793,SRR30787040,SRR30787040_1.fastq.gz,NA
SAMN43394794,SRR30787041,SRR30787041_1.fastq.gz,NA
SAMN43394795,SRR30787042,SRR30787042_1.fastq.gz,NA
SAMN43394796,SRR30787043,SRR30787043_1.fastq.gz,NA
SAMN43394797,SRR30787044,SRR30787044_1.fastq.gz,NA
SAMN43394798,SRR30787045,SRR30787045_1.fastq.gz,NA
SAMN43394799,SRR30787046,SRR30787046_1.fastq.gz,NA
SAMN43394800,SRR30787047,SRR30787047_1.fastq.gz,NA
SAMN43394801,SRR30787048,SRR30787048_1.fastq.gz,NA
SAMN43394802,SRR30787049,SRR30787049_1.fastq.gz,NA
SAMN43394803,SRR30787050,SRR30787050_1.fastq.gz,NA
SAMN43394804,SRR30787051,SRR30787051_1.fastq.gz,NA
SAMN43394805,SRR30787052,SRR30787052_1.fastq.gz,NA
SAMN43394806,SRR30787053,SRR30787053_1.fastq.gz,NA
SAMN43394807,SRR30787054,SRR30787054_1.fastq.gz,NA
